card_code,card_name,card_color,card_rarity,card_type,card_level,digimon_form,digimon_type,play_cost,dp,digimon_attribute,card_effect,security_effect,inherited_effect,digivolve_cost1,digivolve_lvl1,digivolve_color1,digivolve_cost2,digivolve_lvl2,digivolve_color2,reprints_and_alts_amount,alt_digivolution_req,restriction_japan,restriction_west,set_name_japan,set_name_west,set_restrictionJP_date,restriction_date_west,set_west_date,set_jp_date,west_meta_decks1,west_meta_decks2,west_meta_decks3,west_meta_decks4,west_meta_decks5,west_meta_decks6,west_meta_decks7,west_meta_decks8,jp_meta_decks1,jp_meta_decks2,jp_meta_decks3,jp_meta_decks4,jp_meta_decks5,jp_meta_decks6,jp_meta_decks7,jp_meta_decks8,jp_meta_decks9,jp_meta_decks10
ST9-08,Wormmon,Green,Common,Digimon,3.0,Rookie,Larva,3.0,3000.0,Free,,,[End of Your Turn] You may DNA digivolve this Digimon and one of your other Digimon in play into a Digimon card in your hand by paying its DNA digivolve cost.,0.0,2.0,Green,0.0,2.0,Blue,1,,Unrestricted,Unrestricted,ST9,ST9,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.015661707126076743,0.0,0.0,0.0,0.0,0.0,0.0,0.08311564948943244,0.8289201013124569,0.14862153526045924,0.045907660020986354,0.0
ST9-09,Stingmon,Green,Uncommon,Digimon,4.0,Champion,Insectoid,4.0,4000.0,Free,"When you would play this card from your hand, if you have a blue Digimon in play, reduce its play cost by 1.",,"[When Attacking] If you have a blue Digimon in play, <Draw 1> (Draw 1 card from your deck).",2.0,3.0,Green,2.0,3.0,Blue,1,,Unrestricted,Unrestricted,ST9,ST9,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.07452258965999069,1.6601409553641346,0.5270092226613966,0.0,0.0,0.0,0.0,0.0,0.23747328425552128,1.381533502187428,0.594486141041837,0.3016789087093389,0.1255295779067943
ST9-10,Snimon,Green,Common,Digimon,4.0,Champion,Insectoid,6.0,4000.0,Vaccine,"[Security] At the end of the battle, play this card without paying its memory cost.[On Play] Suspend 1 of your opponent's Digimon.",,,2.0,3.0,Green,2.0,3.0,Blue,1,,Unrestricted,Unrestricted,ST9,ST9,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04749465685110425,0.0,0.007431076763022962,0.1967471143756558,0.18829436686019144
ST9-11,Dinobeemon,Green/Blue,Rare,Digimon,5.0,Ultimate,Mutant,8.0,8000.0,Free,"[When Digivolving] Suspend 1 of your opponent's Digimon. When DNA digivolving, that Digimon doesn't unsuspend during its owner's next unsuspend phase.",,[Your Turn] This Digimon gets +1000 DP for each of its colours.,4.0,4.0,Green,4.0,4.0,Blue,1,<DNA Digivolution: 0 from Green Lv.4 + Blue Lv.4> Digivolve unsuspended with the 2 specified Digimon stacked on top of each other.,Unrestricted,Unrestricted,ST9,ST9,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.04657661853749418,0.6577916992952232,0.2635046113306983,0.0,0.0,0.0,0.0,0.0,0.13654713844692473,0.9440478931614091,0.37155383815114806,0.09181532004197271,0.06276478895339715
ST9-12,Jewelbeemon,Green,Common,Digimon,5.0,Ultimate,Insectoid,6.0,7000.0,Vaccine,,,,3.0,4.0,Green,,,,1,,Unrestricted,Unrestricted,ST9,ST9,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST9-13,Gran Kuwagamon,Green,Rare,Digimon,6.0,Mega,Insectoid,12.0,11000.0,Free,<Security Attack +1> (This Digimon checks 1 additional security card)[When Digivolving] This Digimon gets +4000 DP for the turn.,,,3.0,5.0,Green,,,,1,,Unrestricted,Unrestricted,ST9,ST9,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST9-14,Mega Death,Blue/Green,Rare,Option,,,,5.0,,,"[Main] Suspend 1 of your opponents Digimon. Then, return 1 of your opponent's suspended Digimon to its owner's hand.",[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,ST9,ST9,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.04657661853749418,0.9083790133124511,0.3952569169960474,0.0,0.0,0.0,0.0,0.0,0.04155782474471622,0.4605111673958094,0.23779445641673477,0.3279118572927597,0.2510591558135886
ST9-15,Hell Masquerade,Green,Uncommon,Option,,,,1.0,,,"[Main] 1 of your Digimon gets +2000 DP for the turn. Then, if you have a blue Digimon in play, 1 of your Digimon gains <Piercing> (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would) for the turn.",[Security] Add this card to its owner's hand.,,,,,,,,1,,Unrestricted,Unrestricted,ST9,ST9,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT1-110,Flow' Cannon,Green,Rare,Option,,,,2.0,,,[Main] Suspend 1 of your opponent's Digimon.,[Security] Suspend all of your opponent's Digimon without <Blocker>.,,,,,,,,3,,Unrestricted,Unrestricted,BT1,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-03-15,0.7514277126540427,0.12146240738491437,0.06124448799608035,0.08292856296647316,0.0259000259000259,0.018630647414997672,0.0,0.0,0.4883303411131059,0.2034858002300274,0.04841610181214552,0.03869969040247678,0.0,0.02968416053194016,0.11512779184895235,0.03715538381511481,0.013116474291710388,0.0
ST10-01,Nyaromon,Purple,Uncommon,Digi-Egg,2.0,In-Training,Lesser,,,,,,"[When Attacking] If you have a Yellow Digimon in play, <Draw 1> (Draw 1 card from your deck). If you do, trash 1 card in your hand.",,,,,,,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.009315323707498836,0.45418950665622554,1.0540184453227932,0.0,0.0,0.0,0.0,0.0,0.011873664212776063,0.2302555836979047,0.1783458423125511,0.0983735571878279,0.07845598619174643
ST10-02,Plotmon,Yellow,Common,Digimon,3.0,Rookie,Mammal,3.0,2000.0,Data,,,[End of Your Turn] You may DNA digivolve this Digimon and one of your other Digimon in play into a Digimon card in your hand by paying its DNA digivolve cost.,0.0,2.0,Yellow,0.0,2.0,Purple,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.485512920908379,0.7905138339920948,0.0,0.0,0.0,0.0,0.0,0.023747328425552126,0.25328114206769514,0.21550122612766592,0.14428121720881426,0.06276478895339715
ST10-03,Lopmon,Yellow,Common,Digimon,3.0,Rookie,Beast,3.0,4000.0,Data,,,,0.0,2.0,Yellow,0.0,2.0,Purple,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09210223347916187,0.0,0.0,0.0
ST10-04,Tailmon,Yellow/Purple,Super Rare,Digimon,4.0,Champion,Holy Beast,5.0,4000.0,Vaccine,"[On Play] Reveal the top 3 cards of your deck. Add 1 yellow Digimon card and 1 purple Digimon card among them to your hand. Place the remaining cards at the bottom of your deck in any order.[Your Turn] When this Digimon would digivolve into a Digimon with [Archangel], or [Fallen Angel] in its traits, reduce the memory cost of the digivolution by 2.",,[End of Your Turn] You may DNA digivolve this Digimon and one of your other Digimon in play into a Digimon card in your hand by paying its DNA digivolve cost.,3.0,3.0,Yellow,3.0,3.0,Purple,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.037261294829995344,1.0023492560689116,1.0540184453227932,0.0,0.0,0.0,0.0,0.0,0.558062218000475,0.7137923094635045,0.4458646057813777,0.4656348373557188,0.1255295779067943
ST10-05,Angewomon,Yellow,Rare,Digimon,5.0,Ultimate,Archangel,6.0,6000.0,Vaccine,[On Play] 1 of your opponent's Digimon gains <Security Attack -2> (This Digimon checks 2 fewer security cards) until the end of your opponent's next turn.,,"[Your Turn] While you have a purple Digimon in play, this Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card).",3.0,4.0,Yellow,3.0,4.0,Purple,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.018630647414997672,0.6421299921691465,0.5270092226613966,0.0,0.0,0.0,0.0,0.0,0.35027309427689385,0.4835367257655998,0.33439845433603327,0.2295383001049318,0.14122077514514358
ST10-06,Mastemon,Yellow/Purple,Super Rare,Digimon,6.0,Mega,Angel,13.0,13000.0,Vaccine,"[When Digivolving] Place 1 yellow or purple Digimon card from your trash on top of your security stack face down. When DNA digivolving, you may search your security stack for 1 level 5 or lower Digimon card and play it without paying its memory cost. Then, shuffle your security stack.[All Turns] When you play another Digimon using an effect, delete 1 of your opponent's Digimon whose level is less than or equal to the played Digimon's level.",,,5.0,5.0,Yellow,5.0,5.0,Purple,2,<DNA Digivolution: 0 from Yellow Lv.5 + Purple Lv.5> Digivolve unsuspended with the 2 specified Digimon stacked on top of each other.,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.037261294829995344,0.9866875489428347,1.0540184453227932,0.0,0.0,0.0,0.0,0.0,0.5046307290429827,0.5526134008749712,0.393847068440217,0.38037775445960126,0.1255295779067943
ST10-07,Ghostmon,Purple,Common,Digimon,3.0,Rookie,Ghost,3.0,2000.0,Data,"[Opponent's Turn] While you have a yellow Digimon in play, this Digimon gains <Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).",,,0.0,2.0,Purple,,,,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST10-08,Tukaimon,Purple,Uncommon,Digimon,3.0,Rookie,Mammal,3.0,2000.0,Virus,"[On Play] Reveal the top 3 cards of your deck. Add 1 [Angel], [Archangel], or [Fallen Angel] in its traits among them to your hand. Return the remaining cards to the bottom of your deck in any order.",,,0.0,2.0,Purple,0.0,2.0,Yellow,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.009315323707498836,0.14095536413469067,0.0,0.0,0.0,0.0,0.0,0.0,0.08311564948943244,0.1381533502187428,0.029724307052091847,0.019674711437565582,0.0
ST10-09,Witchmon,Purple,Uncommon,Digimon,4.0,Champion,Wizard,6.0,4000.0,Data,"[Security] At the end of the battle, play this card without paying its memory cost.[On Play] Return 1 purple level 5 or lower Digimon card from your trash to your hand.",,,2.0,3.0,Purple,,,,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.027945971122496506,0.20360219263899768,0.0,0.0,0.0,0.0,0.0,0.0,0.04749465685110425,0.18420446695832374,0.022293230289068888,0.0,0.0
ST10-10,Wizarmon,Purple/Yellow,Common,Digimon,4.0,Champion,Wizard,5.0,6000.0,Data,,,,2.0,3.0,Purple,2.0,3.0,Yellow,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.17227877838684416,0.13175230566534915,0.0,0.0,0.0,0.0,0.0,0.023747328425552126,0.1381533502187428,0.08917292115627555,0.019674711437565582,0.0
ST10-11,Bastemon,Purple,Common,Digimon,5.0,Ultimate,Beastkin,6.0,7000.0,Virus,[On Play] Delete 1 of your opponent's level 3 Digimon.,,,3.0,4.0,Purple,,,,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST10-12,Lady Devimon,Purple,Rare,Digimon,5.0,Ultimate,Fallen Angel,6.0,6000.0,Virus,"[When Digivolving] You may trash 1 card in your hand to reveal the top 3 cards of your deck. Add 1 yellow and 1 purple Digimon with [Angel], [Archangel], or [Fallen Angel] in their traits among them to your hand. Place the remaining cards at the bottom of your deck in any order.",,"[Your Turn] All of your yellow Digimon gain <Retaliation> (When this Digimon is deleted after losing a battle, delete the Digimon it was battling).",3.0,4.0,Purple,3.0,4.0,Yellow,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.40720438527799535,0.2635046113306983,0.0,0.0,0.0,0.0,0.0,0.0949893137022085,0.0690766751093714,0.14119045849743628,0.026232948583420776,0.03138239447669858
ST10-13,Junomon,Purple,Uncommon,Digimon,6.0,Mega,Shaman/Olympos XII,11.0,11000.0,Virus,"<Retaliation> (When this Digimon is deleted after losing a battle, delete the Digimon it was battling)[When Digivolving] Trash top 3 cards of your deck. Then, return 1 Digimon card from your trash to your hand.",,,3.0,5.0,Purple,3.0,5.0,Yellow,2,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.06264682850430697,0.13175230566534915,0.0,0.0,0.0,0.0,0.0,0.053431488957492286,0.1381533502187428,0.05944861410418369,0.039349422875131164,0.0
ST10-14,Chaos Degrade,Yellow/Purple,Rare,Option,,,,8.0,,,"[Main] Place 1 of your opponent's Digimon face down at the top or bottom of your opponent's security stack. If you do, trash the top card of your opponent's security stack.",[Security] You may place 1 of your opponent's Digimon face down at the top or bottom of its owner's security stack.,,,,,,,,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.5638214565387627,1.185770750988142,0.0,0.0,0.0,0.0,0.0,0.3027784374257896,0.5295878425051808,0.393847068440217,0.7541972717733474,0.10983838066844501
ST10-15,Darkness Wave,Purple,Uncommon,Option,,,,1.0,,,"[Main] Trash the top 3 cards of your deck. Then, if you have a yellow Digimon in play, return 1 yellow or purple Digimon card from your trash to your hand",[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,ST10,ST10,,,2022-05-13,2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.04698512137823023,0.0,0.0,0.0,0.0,0.0,0.0,0.011873664212776063,0.09210223347916187,0.19320799583859702,0.05902413431269675,0.03138239447669858
BT2-108,Night Raid,Purple,Common,Option,,,,2.0,,,[Main] Play 1 purple level 3 Digimon card from your trash without paying its memory cost. Any [On Play] effects on the Digimon played with this effect don't activate.,[Security] Activate this card's [Main] effect.,,,,,,,,2,,Unrestricted,Unrestricted,BT2,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-07-22,0.21039975954313195,0.10931616664642294,0.0,0.0,0.0,0.0,0.0,0.0,0.8258527827648114,0.34504113952048127,0.14524830543643658,0.06449948400412797,0.07001166861143523,0.017810496319164097,0.023025558369790467,0.0,0.0,0.01569119723834929
BT2-001,Gigimon,Red,Uncommon,Digi-Egg,2.0,In-Training,Lesser,,,,,,"[Your Turn] While there are 5 or more cards in your opponent's trash, this Digimon gets +1000 DP.",,,,,,,2,,Unrestricted,Unrestricted,BT2,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-07-22,0.8115419296663661,0.2793635369853031,0.23272905438510533,0.10662243809975121,0.03885003885003885,0.0,0.0,0.0,1.0628366247755836,0.530832522339202,0.41499515838981876,0.21929824561403508,0.1633605600933489,0.1127998100213726,0.11512779184895235,0.022293230289068888,0.006558237145855194,0.0
BT2-010,Piyomon,Red,Common,Digimon,3.0,Rookie,Bird,3.0,2000.0,Vaccine,"[On Deletion] If it's your turn, gain 1 memory.",,,0.0,2.0,Red,,,,2,,Unrestricted,Unrestricted,BT2,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-07-22,0.6011421701232341,0.0,0.02449779519843214,0.0,0.0518000518000518,0.018630647414997672,0.0,0.0,0.7540394973070017,0.2123330089356808,0.11066537557061834,0.06449948400412797,0.09334889148191365,0.0,0.0,0.014862153526045923,0.0,0.0
BT2-011,Vorvomon,Red,Common,Digimon,3.0,Rookie,Rock Dragon,4.0,5000.0,Virus,,,,0.0,2.0,Red,,,,2,,Unrestricted,Unrestricted,BT2,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-07-22,0.0,0.04858496295396575,0.0,0.047387750266556096,0.0,0.0,0.0,0.0,0.028725314183123875,0.07077766964522694,0.04149951583898188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT3-009,Hawkmon,Red,Common,Digimon,3.0,Rookie,Avian,3.0,4000.0,Free,,,,0.0,2.0,Red,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014362657091561938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT4-010,Fugamon,Red,Common,Digimon,4.0,Champion,Demon,3.0,3000.0,Virus,,,,1.0,3.0,Red,,,,2,,Unrestricted,Unrestricted,BT4,BT4,,,2021-06-11,2020-12-18,0.0,0.21863233329284587,0.06124448799608035,0.0,0.0,0.0,0.0,0.0,0.0,0.22118021764133416,0.08299903167796376,0.05159958720330237,0.0,0.0,0.0,0.06687969086720666,0.0,0.0
BT5-012,Monochromon,Red,Common,Digimon,4.0,Champion,Ankylosaur,6.0,5000.0,Data,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead). [When Attacking] Lose 2 memory.",,,1.0,3.0,Red,,,,2,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.5634492895639392,0.37910200213244877,0.09065009065009065,0.018630647414997672,0.0,0.0,0.0,0.0,0.7608244570480012,0.5675954592363261,0.25670945157526254,0.11873664212776064,0.0,0.10403507468232145,0.0,0.0
BT1-023,Skull Greymon,Red,Rare,Digimon,5.0,Ultimate,Undead,7.0,7000.0,Virus,[On Play] Delete 1 of your opponent's Digimon with <Blocker>.,,,3.0,4.0,Red,,,,2,,Unrestricted,Unrestricted,BT1,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-03-15,0.5710850616170725,0.024292481476982875,0.06124448799608035,0.011846937566639024,0.0,0.0,0.0,0.0,0.6032315978456014,0.09731929576218702,0.04149951583898188,0.012899896800825593,0.0,0.0,0.0,0.0,0.0,0.0
BT2-016,Lavogaritamon,Red,Common,Digimon,5.0,Ultimate,Rock Dragon,7.0,8000.0,Virus,,,,2.0,4.0,Red,,,,2,,Unrestricted,Unrestricted,BT2,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-07-22,0.9017132551848512,0.12146240738491437,0.0,0.035540812699917074,0.0,0.0,0.0,0.0,1.2208258527827647,0.27426346987525435,0.1798312353022548,0.09674922600619196,0.0,0.011873664212776063,0.0,0.0,0.0,0.0
BT4-015,Volcdramon,Red,Common,Digimon,5.0,Ultimate,Dragon,7.0,7000.0,Data,,,<Security Attack +1> (This Digimon checks 1 additional security card).,3.0,4.0,Red,,,,2,,Unrestricted,Unrestricted,BT4,BT4,,,2021-06-11,2020-12-18,0.0,0.10931616664642294,0.14698677119059284,0.24878568889941952,0.06475006475006474,0.05589194224499301,0.0,0.0,0.0,0.06193046093957357,0.22133075114123668,0.29024767801857587,0.28004667444574094,0.08905248159582047,0.0,0.09660399791929851,0.0,0.0
BT1-025,War Greymon,Red,Super Rare,Digimon,6.0,Mega,Dragonkin,12.0,11000.0,Vaccine,[When Digivolving] This Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card) for the turn.[Your Turn] This Digimon doesn't activate [Security] skills on Option cards it checks.,,,3.0,5.0,Red,,,,3,,Unrestricted,Unrestricted,BT1,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-03-15,0.12022843402464682,0.03643872221547431,0.1347378735913768,0.08292856296647316,0.1036001036001036,0.027945971122496506,0.12529365700861395,0.0,0.05745062836624775,0.008847208705653368,0.06224927375847282,0.04514963880288957,0.0,0.03562099263832819,0.0690766751093714,0.03715538381511481,0.0983735571878279,0.04707359171504786
BT2-018,Volcanicdramon,Red,Common,Digimon,6.0,Mega,Earth Dragon,11.0,10000.0,Virus,<Security Attack +1> (This Digimon checks 1 additional security card).[On Play] Delete all of your opponent's Digimon with 4000 DP or less.,,,3.0,5.0,Red,,,,2,,Unrestricted,Unrestricted,BT2,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-07-22,1.4427412082957618,0.060731203692457186,0.1347378735913768,0.011846937566639024,0.0,0.0,0.0,0.0,0.8473967684021543,0.2034858002300274,0.18674782127541845,0.012899896800825593,0.0,0.005936832106388032,0.0,0.0,0.0,0.0
BT1-085,Yagami Taichi,Red,Rare,Tamer,,,,4.0,,,"[Start of Your Turn] If you have 2 or less memory, set your memory to 3.[Your Turn] All of your red Digimon with 4 or more digivolution cards gain <Security Attack +1> (This Digimon checks 1 additional security card).",[Security] Play this card without paying its memory cost.,,,,,,,,1,,Unrestricted,Unrestricted,BT1,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-03-15,0.24045686804929364,0.194339851815863,0.2694757471827536,0.5804999407653121,0.32375032375032375,0.5402887750349324,0.17227877838684416,0.6587615283267457,0.2585278276481149,0.1061665044678404,0.29049661087287315,0.7094943240454076,0.5367561260210035,0.5639990501068629,0.3223578171770665,0.34926060786207924,0.472193074501574,0.32951514200533505
BT4-099,The One Who Inherits the Power of Dragons,Red,Uncommon,Option,,,,3.0,,,"[Main] Trigger <Draw 2> (Draw 2 cards from your deck). Then, if one of your Digimon has [Greymon] in its name or [Dramon] in its name, delete 1 of your opponent's Digimon with 4000 DP or less.",[Security] Activate this card's [Main] effect.,,,,,,,,2,,Unrestricted,Unrestricted,BT4,BT4,,,2021-06-11,2020-12-18,0.0,0.0,0.0,0.0,0.0259000259000259,0.018630647414997672,0.0,0.0,0.0,0.11501371317349376,0.0,0.06449948400412797,0.0,0.011873664212776063,0.0,0.0,0.0,0.0
ST12-01,Gurimon,Red,Uncommon,Digi-Egg,2.0,In-Training,Lesser,,,,,,"[Your Turn] While you have 2 or more Digimon in play, this Digimon gets +1000 DP.",,,,,,,1,,Unrestricted,Unrestricted,ST12,ST12,,,2022-10-14,2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2098635886673662,0.0
ST12-02,Candmon,Red,Common,Digimon,,,Flame,2.0,3000.0,Data,,,,0.0,2.0,Red,,,,1,,Unrestricted,Unrestricted,ST12,ST12,,,2022-10-14,2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST12-03,Solarmon,Red,Common,Digimon,3.0,Rookie,Machine,3.0,3000.0,Vaccine,[All Turns] Players can't reduce play costs.,,,0.0,2.0,Red,,,,1,,Unrestricted,Unrestricted,ST12,ST12,,,2022-10-14,2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4236623254354307
ST12-04,Hackmon,Red,Rare,Digimon,3.0,Rookie,Mini Dragon,3.0,2000.0,Data,"[Your Turn] (Once Per Turn) When you play a Digimon with [Sistermon] in its name, gain 1 memory.",,"[All Turns] While this Digimon has [Huckmon] in its name or [Royal Knight] in its traits, it gets +1000 DP.",0.0,2.0,Red,,,,1,,Unrestricted,Unrestricted,ST12,ST12,,,2022-10-14,2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15083945435466944,0.4236623254354307
ST12-05,Meramon,Red,Uncommon,Digimon,4.0,Champion,Flame,4.0,4000.0,Data,,,,1.0,3.0,Red,,,,1,,Unrestricted,Unrestricted,ST12,ST12,,,2022-10-14,2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST12-06,Bao Hackmon,Red,Common,Digimon,4.0,Champion,Dinosaur,5.0,6000.0,Data,,,"[All Turns] While this Digimon has [Huckmon] in its name or [Royal Knight] in its traits, it gets +1000 DP.",2.0,3.0,Red,,,,1,,Unrestricted,Unrestricted,ST12,ST12,,,2022-10-14,2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16395592864637984,0.5962654950572729
ST12-07,Death Meramon,Red,Common,Digimon,5.0,Ultimate,Flame,6.0,9000.0,Data,,,,3.0,4.0,Red,,,,1,,Unrestricted,Unrestricted,ST12,ST12,,,2022-10-14,2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST12-08,Savior Hackmon,Red,Rare,Digimon,5.0,Ultimate,Dragonkin,7.0,7000.0,Data,[When Digivolving] This Digimon may also attack your opponent's unsuspended Digimon for the turn.,,"[When Attacking] (Once Per Turn) If this Digimon has [Royal Knight] in its traits, you may play 1 Digimon card with [Sistermon] in its name from your hand or trash without paying its memory cost.",3.0,4.0,Red,,,,1,,Unrestricted,Unrestricted,ST12,ST12,,,2022-10-14,2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236096537250787,0.6904126784873686
ST12-09,Volcamon,Red/Black,Uncommon,Digimon,5.0,Ultimate,Cyborg,8.0,9000.0,Data,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).",,<Security Attack +1> (This Digimon checks 1 additional security card).,,,,,,,1,,Unrestricted,Unrestricted,ST12,ST12,,,2022-10-14,2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST12-10,JESmon,Red,Super Rare,Digimon,6.0,Mega,Holy Warrior/Royal Knight,12.0,1200.0,Data,"[When Digivolving] <Blitz> (If your opponent has 1 or more memory, this Digimon may attack)[When Attacking] You may play 1 Digimon card with [Sistermon] in its name from your hand without paying its memory cost.[Your Turn] (Once Per Turn) When you play another Digimon by an effect, this Digimon gets +3000 DP and gains <Security Attack +1> (This Digimon checks 1 additional security card) for the turn.",,,4.0,5.0,Red,,,,1,,Unrestricted,Unrestricted,ST12,ST12,,,2022-10-14,2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295383001049318,0.3452063392436843
