card_code,card_name,card_color,card_rarity,card_type,card_level,digimon_form,digimon_type,play_cost,dp,digimon_attribute,card_effect,security_effect,inherited_effect,digivolve_cost1,digivolve_lvl1,digivolve_color1,digivolve_cost2,digivolve_lvl2,digivolve_color2,reprints_and_alts_amount,alt_digivolution_req,restriction_japan,restriction_west,set_name_japan,set_name_west,set_restrictionJP_date,restriction_date_west,set_west_date,set_jp_date,west_meta_decks1,west_meta_decks2,west_meta_decks3,west_meta_decks4,west_meta_decks5,west_meta_decks6,west_meta_decks7,west_meta_decks8,jp_meta_decks1,jp_meta_decks2,jp_meta_decks3,jp_meta_decks4,jp_meta_decks5,jp_meta_decks6,jp_meta_decks7,jp_meta_decks8,jp_meta_decks9,jp_meta_decks10
BT3-024,Airdramon,Blue,Uncommon,Digimon,4,Champion,Mythical Beast,5,4000,Vaccine,"[Security] At the end of the battle, play this card without paying its memory cost.",,,2          ,3,Blue,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,3,7,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0
BT3-025,XV-mon,Blue,Rare,Digimon,4,Champion,Mythical Dragon,5,4000,Free,[When Digivolving] Unsuspend 1 of your level 4 or lower Digimon.,,,2          ,3,Blue,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,35,32,10,6,0,0,1,0,114,47,28,22,0,7,5,0,0,0
BT3-026,Holy Angemon,Blue,Common,Digimon,5,Ultimate,Archangel,6,7000,Vaccine,,,[When Attacking] Trash the bottom digivolution card of 1 of your opponent's Digimon.,3          ,4,Blue,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT3-027,Paildramon,Blue,Rare,Digimon,5,Ultimate,Dragonkin,7,7000,Free,<Jamming> (This Digimon can't be deleted in battles against Security Digimon).,,"[When Attacking] (Once Per Turn) If this Digimon has [Imperialdramon] in its name, unsuspend it.",3          ,4,Blue,3          ,4,Green,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,40,36,16,16,4,0,0,0,58,39,20,8,11,10,8,0,5,0
BT3-028,Bastemon,Blue,Uncommon,Digimon,5,Ultimate,Beastkin,7,8000,Virus,,,,2          ,4,Blue,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,4,2,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0
BT3-029,Goddramon,Blue,Uncommon,Digimon,6,Mega,Holy Dragon/Four Great Dragons,11,11000,Vaccine,"[Your Turn] (Once Per Turn) When you play another Digimon, unsuspend this Digimon.",,,3          ,5,Blue,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BT3-030,Duftmon,Blue,Super Rare,Digimon,6,Mega,Holy Warrior/Royal Knight,12,11000,Data,[When Digivolving] You may play 1 level 4 or lower digivolution card of 1 of your Digimon cards as another Digimon without paying its memory cost.[Your Turn] All of your level 4 or lower Digimon gain <Jamming> (This Digimon can't be deleted in battles against Security Digimon).,,,4          ,5,Blue,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-10-30,0,1,0,0,3,6,0,0,1,1,0,2,0,8,0,0,0,5
BT3-031,Imperialdramon: Dragon Mode,Blue,Super Rare,Digimon,6,Mega,Ancient Dragon,13,12000,Free,"When one of your [Paildramon] or [Dinobeemon] would digivolve into this card in your hand, reduce the memory cost of the digivolution by 2.<Jamming> (This Digimon can't be deleted in battles against Security Digimon).[When Digivolving] Unsuspend all of your Digimon with <Jamming>.",,,5          ,5,Blue,5          ,5,Green,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,35,36,16,16,2,0,2,0,73,44,23,8,6,9,4,3,5,0
BT3-032,Armadimon,Yellow,Common,Digimon,3,Rookie,Mammal,3,4000,Free,,,,0          ,2,Yellow,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,0,0,0,0,0,0,0,2,17,13,0,0,0,0,4,0,0
BT3-033,Plotmon,Yellow,Rare,Digimon,3,Rookie,Mammal,3,1000,Vaccine,,,[When Attacking] 1 of your opponent's Digimon gets -1000 DP for the turn.,0          ,2,Yellow,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,3,19,2,0,0,0,0,0,25,70,17,2,0,5,0,5,6,0
BT3-034,Lopmon,Yellow,Uncommon,Digimon,3,Rookie,Beast,3,2000,Data,[On Play] Look at the top card of your security stack. You may add that card to your hand to trigger <Draw 1> (Draw 1 card from your deck).,,,0          ,2,Yellow,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,30,31,46,15,18,4,8,0,14,40,28,26,10,3,3,5,7,0
BT3-035,Tailmon,Yellow,Common,Digimon,4,Champion,Holy Beast,4,3000,Vaccine,,,[When Attacking] 1 of your opponent's Digimon gets -1000 DP for the turn.,2          ,3,Yellow,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,6,2,0,0,0,0,0,2,29,7,0,0,0,0,0,0,0
BT3-036,Ankylomon,Yellow,Uncommon,Digimon,4,Champion,Ankylosaur,5,4000,Free,"[Security] At the end of the battle, play this card without paying its memory cost.",,,2          ,3,Yellow,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,8,6,3,0,4,0,0,0,31,18,6,0,0,0,0,0,0,0
BT3-037,Turuiemon,Yellow,Common,Digimon,4,Champion,Beastkin,6,6000,Data,,,,1          ,3,Yellow,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,51,180,228,85,21,4,0,0,60,184,208,53,21,18,0,7,8,0
BT3-038,Andiramon,Yellow,Common,Digimon,5,Ultimate,Holy Beast,7,8000,Virus,,,,2          ,4,Yellow,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,5,7,12,6,0,0,0,0,26,22,7,6,2,0,0,1,0,0
BT3-039,Angewomon,Yellow,Rare,Digimon,5,Ultimate,Archangel,7,6000,Vaccine,[When Digivolving] 1 of your opponent's Digimon gains <Security Attack -2> (This Digimon checks 2 fewer security cards) until the end of your opponent's next turn.,,"[When Attacking] If you have 3 or fewer security cards, you may play 1 yellow level 3 Digimon card from your hand without paying its memory cost.",3          ,4,Yellow,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,10,159,71,38,10,8,0,0,0,116,69,53,26,18,0,0,1,0
BT3-040,Shakkoumon,Yellow,Rare,Digimon,5,Ultimate,Mutant,8,7000,Free,[Your Turn] This Digimon is also treated as blue.[Opponent's Turn] All of your opponent's Digimon with no digivolution cards gain <Security Attack -1> (This Digimon checks 1 fewer security card).,,,3          ,4,Yellow,3          ,4,Blue,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,4,13,11,5,13,6,0,0,12,24,19,3,2,3,0,0,0,0
BT3-041,Cherubimon,Yellow,Rare,Digimon,6,Mega,Cherub/Three Great Angels,11,11000,Vaccine,"[When Attacking] If you have 3 or fewer security cards, place 1 yellow Digimon from your trash on top of your security stack face down.",,,3          ,5,Yellow,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
BT3-042,Clavis Angemon,Yellow,Uncommon,Digimon,6,Mega,Virtue,12,10000,Vaccine,"[When Attacking] If you have 3 or fewer security cards, 1 of your opponent's Digimon gets -6000 DP for the turn.",,,3          ,5,Yellow,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,1,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0
BT3-043,Sleipmon,Yellow,Super Rare,Digimon,6,Mega,Holy Warrior/Royal Knight,12,11000,Vaccine,[When Digivolving] Up to 5 of your opponent's Digimon gain <Security Attack -2> (This Digimon checks 2 fewer security cards) until the end of your opponent's next turn.[On Deletion] 1 of your opponent's Digimon gets -11000 DP for the turn.,,,3          ,5,Yellow,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-10-30,1,32,10,0,7,0,0,0,19,12,6,0,0,0,0,1,0,1
BT3-044,Alraumon,Green,Common,Digimon,3,Rookie,Vegetation,2,5000,Data,,,,2          ,2,Green,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,12,21,52,20,13,2,0,0,125,27,48,16,4,3,0,0,0,0
BT3-045,Kunemon,Green,Common,Digimon,3,Rookie,Larva,3,4000,Virus,,,,0          ,2,Green,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT3-046,Terriermon,Green,Uncommon,Digimon,3,Rookie,Beast,3,2000,Vaccine,[All Turns] Your opponent can't gain memory except with Tamer effects.,,,0          ,2,Green,,,,3,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,16,53,28,19,21,39,11,2,86,86,32,20,15,48,14,53,65,15
BT3-047,Wormmon,Green,Rare,Digimon,3,Rookie,Larva,3,1000,Free,[On Deletion] Reveal the top 3 cards of your deck. Add 1 level 4 or 5 Digimon card among them to your hand. Place the remaining cards on the bottom of your deck in any order.,,,0          ,2,Green,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,2,2,0,4,4,2,0,0,3,0,1,6,11,4,0,8,2,0
BT3-048,Galgomon,Green,Common,Digimon,4,Champion,Beastkin,5,4000,Vaccine,,,[Your Turn] This card gets +1000 DP for each of your opponent's suspended Digimon.,1          ,3,Green,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,22,32,4,0,0,0,0,0,110,57,3,4,0,0,0,7,2,0
BT3-049,Flymon,Green,Uncommon,Digimon,4,Champion,Insectoid,5,4000,Virus,"[Security] At the end of the battle, play this card without paying its memory cost.",,,2          ,3,Green,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,4,0,0,0,0,0,0,15,4,0,3,0,0,0,0,0,0
BT3-050,Stingmon,Green,Rare,Digimon,4,Champion,Insectoid,6,5000,Free,,,"[Your Turn] (Once Per Turn) When this Digimon deletes an opponent's Digimon in battle and survives, gain 1 memory.",1          ,3,Green,,,,3,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,15,51,7,0,0,0,0,0,46,40,9,7,4,0,0,0,16,2
BT3-051,Dokugumon,Green,Common,Digimon,4,Champion,Insectoid,6,5000,Virus,[On Play] Reveal the top 3 cards of your deck. Add 1 level 5 or 6 Digimon card among them to your hand. Trash the remaining cards.,,,2          ,3,Green,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BT3-052,Rapidmon,Green,Common,Digimon,5,Ultimate,Cyborg,6,6000,Vaccine,,,[Your Turn] This card gets +1000 DP for each of your opponent's suspended Digimon.,2          ,4,Green,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,10,0,0,0,0,0,0,0,31,7,2,0,0,0,0,0,0,0
BT3-053,Jewelbeemon,Green,Common,Digimon,5,Ultimate,Insectoid,7,10000,Vaccine,,,,3          ,4,Green,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
BT3-054,Blossomon,Green,Common,Digimon,5,Ultimate,Vegetation,7,7000,Data,"<Digisorption -3> (When one of your Digimon digivolves into this card from your hand, you may suspend 1 of your Digimon to reduce the memory cost of the digivolution by 3).",,,3          ,4,Green,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,26,115,38,34,21,14,9,0,131,171,100,34,11,36,0,37,17,7
BT3-055,Dinobeemon,Green,Rare,Digimon,5,Ultimate,Mutant,8,7000,Free,"<Piercing> (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would).<Jamming> (This Digimon can't be deleted in battles against Security Digimon).",,,3          ,4,Green,3          ,4,Blue,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,40,28,17,16,0,1,0,0,60,17,8,7,0,3,0,0,0,0
BT3-056,Ceresmon,Green,Super Rare,Digimon,6,Mega,Shaman/Olympos XII,12,12000,Data,"<Digisorption -3> (When one of your Digimon digivolves into this card from your hand, you may suspend 1 of your Digimon to reduce the memory cost of the digivolution by 3).[Your Turn] (Once Per Turn) When suspending Digimon for a <Digisorption> effect, you may suspend your opponent's Digimon instead.",,,5          ,5,Green,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,24,10,0,0,0,0,1,0,99,20,11,0,0,0,0,0,0,0
BT3-057,Saint Galgomon,Green,Rare,Digimon,6,Mega,Machine,12,11000,Vaccine,"[When Digivolving] Suspend 1 of your opponent's Digimon. It doesn't unsuspend during your opponent's next unsuspend phase.[Your Turn] While your opponent has a suspended Digimon in play, this Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card).",,,4          ,5,Green,,,,3,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,12,1,3,0,2,0,0,0,87,61,27,10,0,3,3,7,0,0
BT3-058,Bancho Stingmon,Green,Uncommon,Digimon,6,Mega,Insectoid/Boss,12,9000,Free,"<Piercing> (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would).[When Attacking] When this Digimon attacks one of your opponent's Digimon with 12000 DP or more, this Digimon gets +7000 DP and <Security Attack +2> (This Digimon checks 2 additional security cards) for the turn.",,,3          ,5,Green,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,15,10,9,4,0,0,0,0,56,32,25,8,1,0,0,2,0,0
BT3-059,Commandramon,Black,Common,Digimon,3,Rookie,Cyborg/D-Brigade,2,3000,Virus,,,,0          ,2,Black,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,19,28,38,28,0,0,0,34,33,44,53,11,27,0,14,28,0
BT3-060,Psychemon,Black,Common,Digimon,3,Rookie,Reptile,3,5000,Data,,,,1          ,2,Black,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT3-061,Tyumon,Black,Common,Digimon,3,Rookie,Beast,3,1000,Virus,[All Turns] Your opponent can't gain memory except with Tamer effects.,,,0          ,2,Black,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-10-30,4,5,7,10,28,6,0,0,38,4,4,19,19,19,10,13,14,2
BT3-062,Ludomon,Black,Uncommon,Digimon,3,Rookie,Armor/Legend-Arms,3,1000,Data,[On Play] Reveal the top 5 cards of your deck. Add 1 [RagnaLoardmon] Digimon card and 1 Digimon card with [Legend-Arms] in its type among them to your hand. Place the remaining cards on the bottom of your deck in any order.,,,0          ,2,Black,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,8,8,0,0,3,0,0,0,41,4,4,0,0,0,0,0,13,0
BT3-063,Scumon,Black,Common,Digimon,4,Champion,Abnormal,3,1000,Virus,[On Deletion] Reveal the top 3 cards of your deck. You may play 1 [Chuumon] among them without paying its memory cost. Place the remaining cards on the bottom of your deck in any order.,,,2          ,3,Black,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BT3-064,Tia Ludomon,Black,Common,Digimon,4,Champion,Armor/Legend-Arms,4,4000,Data,,,"[When Attacking] If this Digimon is level 7, trigger<De-Digivolve  1> on 1 of your opponent's Digimon (Trash up to 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards).",2          ,3,Black,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,4,7,0,0,3,0,0,0,10,0,0,2,0,0,0,0,2,0
BT3-065,Gururumon,Black,Uncommon,Digimon,4,Champion,Beast,5,4000,Vaccine,"[Security] At the end of the battle, play this card without paying its memory cost.",,,2          ,3,Black,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,4,0,2,0,0,0,0,5,4,3,3,0,0,0,0,0,0
BT3-066,Clockmon,Black,Common,Digimon,4,Champion,Machine,5,5000,Data,,,[Opponent's Turn] This Digimon gets +1000 DP.,2          ,3,Black,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
BT3-067,Tankmon,Black,Common,Digimon,4,Champion,Cyborg,6,6000,Data,,,,1          ,3,Black,,,,3,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,13,20,6,8,0,0,0,74,17,17,47,7,7,1,5,0,0
BT3-068,Giromon,Black,Common,Digimon,5,Ultimate,Mine,6,7000,Vaccine,,,[Opponent's Turn] This Digimon gets +1000 DP.,3          ,4,Black,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
BT3-069,Raiji Ludomon,Black,Common,Digimon,5,Ultimate,Armor/Legend-Arms,6,7000,Data,,,"[When Attacking] If this Digimon is level 7, trigger<De-Digivolve  1> on 1 of your opponent's Digimon (Trash up to 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards).",3          ,4,Black,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,4,8,0,0,3,0,0,0,63,4,3,0,0,0,0,0,4,0
BT3-070,Etemon,Black,Rare,Digimon,5,Ultimate,Puppet,7,6000,Virus,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).[On Deletion] Reveal 5 cards from the top of your deck. You may play 1 level 6 Digimon card with [Etemon] in its name among them. Place the remaining cards at the bottom of your deck in any order.",,,3          ,4,Black,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,0,0,0,3,0,0,0,6,4,0,0,8,0,0,0,0,0
BT3-071,Metal Mamemon,Black,Rare,Digimon,5,Ultimate,Cyborg,8,7000,Data,<Reboot> (Unsuspend this Digimon during your opponent's unsuspend phase).[When Digivolving] Return 1 level 7 Digimon card with [Virus] in its attribute from your trash to your hand.,,,3          ,4,Black,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,4,0,4,0,0,0,0,0,8,0,4,1,0,0,0,0,0,0
BT3-072,Bryweludramon,Black,Rare,Digimon,6,Mega,Armor/Legend-Arms,10,12000,Data,,,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).",3          ,5,Black,3          ,5,Red,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,43,18,8,0,4,0,0,0,83,38,41,0,0,4,0,5,0,0
BT3-073,Cres Garurumon,Black,Super Rare,Digimon,6,Mega,Beast Knight,11,11000,Data,<Reboot> (Unsuspend this Digimon during your opponent's unsuspend phase).[When Digivolving] Reveal 1 card from the top of your deck for each Digimon your opponent has in play. You may play 1 black or red Digimon card with a level of 5 or less among them without paying its memory cost. Place the remaining cards on the bottom of your deck in any order.,,,4          ,5,Black,4          ,5,Red,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,1,6,4,4,0,0,0,0,44,9,5,0,0,0,0,0,0,0
BT3-074,Metal Etemon,Black,Uncommon,Digimon,6,Mega,Cyborg,12,10000,Virus,[Your Turn] This Digimon can't be blocked by your opponent's Digimon.[Opponent's Turn] This Digimon gets +2000 DP.,,,3          ,5,Black,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-10-30,0,0,0,0,5,0,0,0,8,4,0,0,8,0,0,0,0,0
BT3-075,Craniummon,Black,Super Rare,Digimon,6,Mega,Holy Warrior/Royal Knight,13,12000,Vaccine,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).[All Turns] Your Digimon with <Blocker> can't be deleted by your opponent's effects.",,,4          ,5,Black,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,16,6,2,35,33,0,0,0,30,8,17,63,23,10,1,0,0,0
BT3-076,Candmon,Purple,Common,Digimon,3,Rookie,Flame,2,3000,Data,,,,0          ,2,Purple,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,4,13,12,4,7,2,0,0,166,58,84,38,7,14,3,2,0,0
BT3-077,Gazimon,Purple,Common,Digimon,3,Rookie,Mammal,3,2000,Virus,[All Turns] Your opponent can't gain memory except with Tamer effects.,,,0          ,2,Purple,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,21,22,27,44,118,41,7,74,17,41,107,11,196,44,48,101,18
BT3-078,Shamamon,Purple,Common,Digimon,3,Rookie,Demon,3,4000,Virus,,,,0          ,2,Purple,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0
BT3-079,Tukaimon,Purple,Common,Digimon,3,Rookie,Mammal,3,2000,Virus,,,[On Deletion] Gain 1 memory.,0          ,2,Purple,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-10-30,4,4,3,0,3,14,5,0,35,14,35,13,0,40,15,4,0,0
BT3-080,Saberdramon,Purple,Common,Digimon,4,Champion,Giant Bird,4,3000,Vaccine,,,"<Retaliation> (When this Digimon is deleted after losing a battle, delete the Digimon it was battling).",2          ,3,Purple,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
BT3-081,Devidramon,Purple,Uncommon,Digimon,4,Champion,Evil Dragon,5,4000,Virus,,,[On Deletion] Gain 1 memory.,2          ,3,Purple,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-10-30,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
BT3-082,Black Tailmon,Purple,Uncommon,Digimon,4,Champion,Dark Animal,5,4000,Virus,"[Security] At the end of the battle, play this card without paying its memory cost.",,,2          ,3,Purple,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,4,0,0,0,0,0,0,43,4,4,0,0,0,0,0,0,0
BT3-083,Meramon,Purple,Common,Digimon,4,Champion,Flame,5,5000,Data,,,,1          ,3,Purple,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,38,45,10,0,0,0,0,64,22,112,14,0,0,0,0,0,0
BT3-084,Raremon,Purple,Rare,Digimon,4,Champion,Undead,5,4000,Virus,[On Play] Reveal the top 3 cards of your deck. Add 1 Option card among them to your hand. Trash the remaining cards.,,,2          ,3,Purple,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-10-30,0,11,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0
BT3-085,Death Meramon,Purple,Common,Digimon,5,Ultimate,Flame,5,6000,Data,,,,2          ,4,Purple,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,4,23,28,2,0,0,0,0,67,43,37,7,0,0,0,2,0,0
BT3-086,Archnemon,Purple,Common,Digimon,5,Ultimate,Dark Animal,7,6000,Virus,"[When Attacking] You may pay 3 memory to play 1 [MaloMyotismon] from your hand without paying its memory cost. If you do, delete this Digimon.",,,3          ,4,Purple,3          ,4,Green,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,4,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0
BT3-087,Mummymon,Purple,Common,Digimon,5,Ultimate,Undead,7,7000,Virus,"[When Attacking] You may pay 3 memory to play 1 [MaloMyotismon] from your hand without paying its memory cost. Then, delete this Digimon.",,,3          ,4,Purple,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,3,5,0,0,3,0,0,0,6,0,4,0,0,0,0,0,0,0
BT3-088,Lady Devimon,Purple,Rare,Digimon,5,Ultimate,Fallen Angel,8,8000,Virus,"[When Digivolving] Trigger <Draw 2> (Draw 2 cards from your deck). Then, trash 2 cards in your hand.",,"[Your Turn] (Once Per Turn) When you use an Option card, delete 1 of your opponent's level 3 Digimon.",3          ,4,Purple,,,,2,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.5,,,2021-03-12,2020-10-30,0,48,18,25,41,13,46,6,65,39,61,76,7,99,31,42,40,5
BT3-089,Boltmon,Purple,Uncommon,Digimon,6,Mega,Cyborg,10,12000,Data,,,,2          ,5,Purple,,,,1,,Unrestricted,Unrestricted,BT3,BT01-03: Release Special Booster Ver.1.0,,,2020-11-27,2020-10-30,0,4,2,0,0,0,0,0,14,2,2,0,0,0,0,0,0,0
